epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1730980738125,2024-11-07T12:58:58.125,91.485,0.793,-0.061,0.305
1730980738130,2024-11-07T12:58:58.130,91.490,0.549,-0.061,0.244
1730980738135,2024-11-07T12:58:58.135,91.495,0.671,-0.061,0.244
1730980738140,2024-11-07T12:58:58.140,91.500,0.671,-0.244,0.366
1730980738145,2024-11-07T12:58:58.145,91.505,0.488,-0.305,0.305
1730980738150,2024-11-07T12:58:58.150,91.510,0.671,-0.183,0.183
1730980738155,2024-11-07T12:58:58.155,91.515,0.610,-0.122,0.183
1730980738160,2024-11-07T12:58:58.160,91.520,0.671,-0.061,0.244
1730980738165,2024-11-07T12:58:58.165,91.525,0.671,-0.061,0.244
1730980738170,2024-11-07T12:58:58.170,91.530,0.488,-0.122,0.244
1730980738175,2024-11-07T12:58:58.175,91.535,0.427,-0.122,0.305
1730980738180,2024-11-07T12:58:58.180,91.540,0.610,-0.122,0.305
1730980738185,2024-11-07T12:58:58.185,91.545,0.732,-0.122,0.244
1730980738190,2024-11-07T12:58:58.190,91.550,0.610,-0.122,0.244
1730980738195,2024-11-07T12:58:58.195,91.555,0.732,-0.183,0.305
1730980738200,2024-11-07T12:58:58.200,91.560,0.610,-0.061,0.305
1730980738205,2024-11-07T12:58:58.205,91.565,0.610,-0.122,0.183
1730980738210,2024-11-07T12:58:58.210,91.570,0.671,-0.183,0.183
1730980738215,2024-11-07T12:58:58.215,91.575,0.488,-0.122,0.305
1730980738220,2024-11-07T12:58:58.220,91.580,0.671,-0.183,0.183
1730980738225,2024-11-07T12:58:58.225,91.585,0.793,-0.183,0.244
1730980738230,2024-11-07T12:58:58.230,91.590,0.610,-0.183,0.305
1730980738235,2024-11-07T12:58:58.235,91.595,0.549,-0.244,0.244
1730980738240,2024-11-07T12:58:58.240,91.600,0.427,-0.122,0.183
1730980738245,2024-11-07T12:58:58.245,91.605,0.488,-0.183,0.366
1730980738250,2024-11-07T12:58:58.250,91.610,0.610,-0.183,0.305
1730980738255,2024-11-07T12:58:58.255,91.615,0.610,-0.183,0.366
1730980738260,2024-11-07T12:58:58.260,91.620,0.671,-0.183,0.305
1730980738265,2024-11-07T12:58:58.265,91.625,0.671,-0.183,0.305
1730980738270,2024-11-07T12:58:58.270,91.630,0.549,-0.183,0.244
1730980738275,2024-11-07T12:58:58.275,91.635,0.549,-0.122,0.244
1730980738280,2024-11-07T12:58:58.280,91.640,0.610,-0.122,0.244
1730980738285,2024-11-07T12:58:58.285,91.645,0.610,-0.061,0.305
1730980738290,2024-11-07T12:58:58.290,91.650,0.610,-0.122,0.244
1730980738295,2024-11-07T12:58:58.295,91.655,0.732,-0.122,0.183
1730980738300,2024-11-07T12:58:58.300,91.660,0.610,-0.183,0.244
1730980738305,2024-11-07T12:58:58.305,91.665,0.549,-0.122,0.305
1730980738310,2024-11-07T12:58:58.310,91.670,0.671,-0.122,0.244
1730980738315,2024-11-07T12:58:58.315,91.675,0.549,-0.122,0.183
1730980738320,2024-11-07T12:58:58.320,91.680,0.610,-0.061,0.244
1730980738325,2024-11-07T12:58:58.325,91.685,0.610,-0.061,0.244
1730980738330,2024-11-07T12:58:58.330,91.690,0.610,-0.183,0.244
1730980738335,2024-11-07T12:58:58.335,91.695,0.549,-0.183,0.244
1730980738340,2024-11-07T12:58:58.340,91.700,0.671,-0.122,0.183
1730980738345,2024-11-07T12:58:58.345,91.705,0.671,-0.061,0.305
1730980738350,2024-11-07T12:58:58.350,91.710,0.427,-0.122,0.244
1730980738355,2024-11-07T12:58:58.355,91.715,0.671,-0.183,0.244
1730980738360,2024-11-07T12:58:58.360,91.720,0.671,-0.061,0.183
1730980738365,2024-11-07T12:58:58.365,91.725,0.610,-0.061,0.305
1730980738370,2024-11-07T12:58:58.370,91.730,0.671,0.000,0.305
1730980738375,2024-11-07T12:58:58.375,91.735,0.610,-0.061,0.183
1730980738380,2024-11-07T12:58:58.380,91.740,0.549,-0.061,0.244
1730980738385,2024-11-07T12:58:58.385,91.745,0.549,-0.061,0.305
1730980738390,2024-11-07T12:58:58.390,91.750,0.549,-0.305,0.183
1730980738395,2024-11-07T12:58:58.395,91.755,0.671,-0.183,0.305
1730980738400,2024-11-07T12:58:58.400,91.760,0.610,-0.122,0.366
1730980738405,2024-11-07T12:58:58.405,91.765,0.549,-0.122,0.305
1730980738410,2024-11-07T12:58:58.410,91.770,0.732,-0.183,0.244
1730980738415,2024-11-07T12:58:58.415,91.775,0.671,-0.183,0.305
1730980738420,2024-11-07T12:58:58.420,91.780,0.549,-0.183,0.244
1730980738425,2024-11-07T12:58:58.425,91.785,0.610,-0.122,0.183
1730980738430,2024-11-07T12:58:58.430,91.790,0.549,-0.183,0.244
1730980738435,2024-11-07T12:58:58.435,91.795,0.671,-0.122,0.244
1730980738440,2024-11-07T12:58:58.440,91.800,0.549,-0.183,0.122
1730980738445,2024-11-07T12:58:58.445,91.805,0.488,-0.122,0.244
1730980738450,2024-11-07T12:58:58.450,91.810,0.549,-0.244,0.122
1730980738455,2024-11-07T12:58:58.455,91.815,0.488,-0.183,0.183
1730980738460,2024-11-07T12:58:58.460,91.820,0.488,-0.061,0.244
1730980738465,2024-11-07T12:58:58.465,91.825,0.549,-0.122,0.366
1730980738470,2024-11-07T12:58:58.470,91.830,0.671,-0.122,0.244
1730980738475,2024-11-07T12:58:58.475,91.835,0.549,-0.305,0.305
1730980738480,2024-11-07T12:58:58.480,91.840,0.488,-0.244,0.244
1730980738485,2024-11-07T12:58:58.485,91.845,0.610,-0.183,0.183
1730980738490,2024-11-07T12:58:58.490,91.850,0.610,-0.122,0.244
1730980738495,2024-11-07T12:58:58.495,91.855,0.549,-0.183,0.122
1730980738500,2024-11-07T12:58:58.500,91.860,0.610,-0.122,0.122
1730980738505,2024-11-07T12:58:58.505,91.865,0.671,-0.122,0.244
1730980738510,2024-11-07T12:58:58.510,91.870,0.610,-0.122,0.183
1730980738515,2024-11-07T12:58:58.515,91.875,0.488,-0.122,0.244
1730980738520,2024-11-07T12:58:58.520,91.880,0.549,-0.061,0.183
1730980738525,2024-11-07T12:58:58.525,91.885,0.549,-0.183,0.305
1730980738530,2024-11-07T12:58:58.530,91.890,0.488,-0.244,0.305
1730980738535,2024-11-07T12:58:58.535,91.895,0.793,-0.122,0.244
1730980738540,2024-11-07T12:58:58.540,91.900,0.610,-0.061,0.183
1730980738545,2024-11-07T12:58:58.545,91.905,0.427,-0.122,0.183
1730980738550,2024-11-07T12:58:58.550,91.910,0.488,-0.183,0.244
1730980738555,2024-11-07T12:58:58.555,91.915,0.549,-0.122,0.122
1730980738560,2024-11-07T12:58:58.560,91.920,0.732,-0.122,0.183
1730980738565,2024-11-07T12:58:58.565,91.925,0.671,-0.122,0.244
1730980738570,2024-11-07T12:58:58.570,91.930,0.671,-0.122,0.305
1730980738575,2024-11-07T12:58:58.575,91.935,0.671,-0.122,0.122
1730980738580,2024-11-07T12:58:58.580,91.940,0.610,-0.122,0.305
1730980738585,2024-11-07T12:58:58.585,91.945,0.610,-0.122,0.244
1730980738590,2024-11-07T12:58:58.590,91.950,0.671,-0.183,0.183
1730980738595,2024-11-07T12:58:58.595,91.955,0.549,-0.183,0.305
1730980738600,2024-11-07T12:58:58.600,91.960,0.488,-0.122,0.244
1730980738605,2024-11-07T12:58:58.605,91.965,0.610,-0.122,0.244
1730980738610,2024-11-07T12:58:58.610,91.970,0.671,-0.244,0.305
1730980738615,2024-11-07T12:58:58.615,91.975,0.549,-0.244,0.305
1730980738620,2024-11-07T12:58:58.620,91.980,0.549,-0.122,0.122
1730980738625,2024-11-07T12:58:58.625,91.985,0.549,-0.183,0.183
1730980738630,2024-11-07T12:58:58.630,91.990,0.488,-0.244,0.244
1730980738635,2024-11-07T12:58:58.635,91.995,0.671,-0.122,0.305
1730980738640,2024-11-07T12:58:58.640,92.000,0.610,-0.122,0.305
1730980738645,2024-11-07T12:58:58.645,92.005,0.610,-0.061,0.183
1730980738650,2024-11-07T12:58:58.650,92.010,0.671,-0.061,0.183
1730980738655,2024-11-07T12:58:58.655,92.015,0.610,-0.122,0.244
1730980738660,2024-11-07T12:58:58.660,92.020,0.671,-0.183,0.305
1730980738665,2024-11-07T12:58:58.665,92.025,0.549,-0.061,0.244
1730980738670,2024-11-07T12:58:58.670,92.030,0.488,-0.183,0.244
1730980738675,2024-11-07T12:58:58.675,92.035,0.671,-0.122,0.244
1730980738680,2024-11-07T12:58:58.680,92.040,0.488,-0.061,0.244
1730980738685,2024-11-07T12:58:58.685,92.045,0.610,-0.061,0.183
1730980738690,2024-11-07T12:58:58.690,92.050,0.549,-0.061,0.244
1730980738695,2024-11-07T12:58:58.695,92.055,0.549,-0.183,0.183
1730980738700,2024-11-07T12:58:58.700,92.060,0.610,-0.244,0.305
1730980738705,2024-11-07T12:58:58.705,92.065,0.610,-0.244,0.244
1730980738710,2024-11-07T12:58:58.710,92.070,0.549,-0.122,0.244
1730980738715,2024-11-07T12:58:58.715,92.075,0.671,-0.183,0.183
1730980738720,2024-11-07T12:58:58.720,92.080,0.610,-0.183,0.122
1730980738725,2024-11-07T12:58:58.725,92.085,0.549,-0.122,0.183
1730980738730,2024-11-07T12:58:58.730,92.090,0.549,-0.122,0.305
1730980738735,2024-11-07T12:58:58.735,92.095,0.610,-0.183,0.183
1730980738740,2024-11-07T12:58:58.740,92.100,0.671,0.000,0.183
1730980738745,2024-11-07T12:58:58.745,92.105,0.732,-0.122,0.244
1730980738750,2024-11-07T12:58:58.750,92.110,0.732,-0.061,0.305
1730980738755,2024-11-07T12:58:58.755,92.115,0.549,-0.061,0.244
1730980738760,2024-11-07T12:58:58.760,92.120,0.549,0.000,0.305
1730980738765,2024-11-07T12:58:58.765,92.125,0.549,-0.122,0.244
1730980738770,2024-11-07T12:58:58.770,92.130,0.732,-0.122,0.305
1730980738775,2024-11-07T12:58:58.775,92.135,0.732,-0.183,0.305
1730980738780,2024-11-07T12:58:58.780,92.140,0.671,-0.183,0.305
1730980738785,2024-11-07T12:58:58.785,92.145,0.549,-0.244,0.305
1730980738790,2024-11-07T12:58:58.790,92.150,0.488,-0.244,0.244
1730980738795,2024-11-07T12:58:58.795,92.155,0.732,-0.305,0.244
1730980738800,2024-11-07T12:58:58.800,92.160,0.793,-0.244,0.244
1730980738805,2024-11-07T12:58:58.805,92.165,0.671,-0.122,0.244
1730980738810,2024-11-07T12:58:58.810,92.170,0.549,-0.122,0.305
1730980738815,2024-11-07T12:58:58.815,92.175,0.427,0.000,0.183
1730980738820,2024-11-07T12:58:58.820,92.180,0.549,0.000,0.122
1730980738825,2024-11-07T12:58:58.825,92.185,0.732,0.000,0.244
1730980738830,2024-11-07T12:58:58.830,92.190,0.732,-0.061,0.244
1730980738835,2024-11-07T12:58:58.835,92.195,0.793,0.000,0.183
1730980738840,2024-11-07T12:58:58.840,92.200,0.671,-0.122,0.183
1730980738845,2024-11-07T12:58:58.845,92.205,0.488,-0.183,0.183
1730980738850,2024-11-07T12:58:58.850,92.210,0.549,-0.183,0.122
1730980738855,2024-11-07T12:58:58.855,92.215,0.549,-0.244,0.122
1730980738860,2024-11-07T12:58:58.860,92.220,0.610,-0.244,0.183
1730980738865,2024-11-07T12:58:58.865,92.225,0.610,-0.305,0.244
1730980738870,2024-11-07T12:58:58.870,92.230,0.610,-0.305,0.183
1730980738875,2024-11-07T12:58:58.875,92.235,0.549,-0.122,0.244
1730980738880,2024-11-07T12:58:58.880,92.240,0.488,-0.183,0.305
1730980738885,2024-11-07T12:58:58.885,92.245,0.671,-0.122,0.183
1730980738890,2024-11-07T12:58:58.890,92.250,0.732,-0.061,0.305
1730980738895,2024-11-07T12:58:58.895,92.255,0.610,0.061,0.244
1730980738900,2024-11-07T12:58:58.900,92.260,0.427,-0.061,0.244
1730980738905,2024-11-07T12:58:58.905,92.265,0.488,-0.061,0.305
1730980738910,2024-11-07T12:58:58.910,92.270,0.732,0.000,0.244
1730980738915,2024-11-07T12:58:58.915,92.275,0.610,-0.061,0.244
1730980738920,2024-11-07T12:58:58.920,92.280,0.671,-0.061,0.244
1730980738925,2024-11-07T12:58:58.925,92.285,0.732,-0.061,0.122
1730980738930,2024-11-07T12:58:58.930,92.290,0.610,-0.244,0.183
1730980738935,2024-11-07T12:58:58.935,92.295,0.732,-0.366,0.122
1730980738940,2024-11-07T12:58:58.940,92.300,0.610,-0.244,0.244
1730980738945,2024-11-07T12:58:58.945,92.305,0.671,-0.305,0.244
1730980738950,2024-11-07T12:58:58.950,92.310,0.610,-0.244,0.244
1730980738955,2024-11-07T12:58:58.955,92.315,0.549,-0.244,0.305
1730980738960,2024-11-07T12:58:58.960,92.320,0.549,-0.183,0.244
1730980738965,2024-11-07T12:58:58.965,92.325,0.610,-0.122,0.244
1730980738970,2024-11-07T12:58:58.970,92.330,0.671,-0.122,0.244
1730980738975,2024-11-07T12:58:58.975,92.335,0.671,-0.061,0.183
1730980738980,2024-11-07T12:58:58.980,92.340,0.610,0.000,0.305
1730980738985,2024-11-07T12:58:58.985,92.345,0.671,0.000,0.366
1730980738990,2024-11-07T12:58:58.990,92.350,0.610,0.000,0.244
1730980738995,2024-11-07T12:58:58.995,92.355,0.549,-0.061,0.305
1730980739000,2024-11-07T12:58:59.000,92.360,0.549,-0.183,0.305
1730980739005,2024-11-07T12:58:59.005,92.365,0.671,-0.183,0.183
1730980739010,2024-11-07T12:58:59.010,92.370,0.610,-0.061,0.183
1730980739015,2024-11-07T12:58:59.015,92.375,0.549,-0.122,0.183
1730980739020,2024-11-07T12:58:59.020,92.380,0.488,-0.183,0.244
1730980739025,2024-11-07T12:58:59.025,92.385,0.427,-0.244,0.244
1730980739030,2024-11-07T12:58:59.030,92.390,0.549,-0.183,0.305
1730980739035,2024-11-07T12:58:59.035,92.395,0.488,-0.183,0.305
1730980739040,2024-11-07T12:58:59.040,92.400,0.488,-0.122,0.244
1730980739045,2024-11-07T12:58:59.045,92.405,0.610,-0.183,0.244
1730980739050,2024-11-07T12:58:59.050,92.410,0.488,-0.061,0.244
1730980739055,2024-11-07T12:58:59.055,92.415,0.671,-0.122,0.183
1730980739060,2024-11-07T12:58:59.060,92.420,0.793,-0.061,0.244
1730980739065,2024-11-07T12:58:59.065,92.425,0.671,-0.061,0.183
1730980739070,2024-11-07T12:58:59.070,92.430,0.732,0.000,0.244
1730980739075,2024-11-07T12:58:59.075,92.435,0.610,-0.122,0.366
1730980739080,2024-11-07T12:58:59.080,92.440,0.549,-0.122,0.244
1730980739085,2024-11-07T12:58:59.085,92.445,0.610,-0.122,0.183
1730980739090,2024-11-07T12:58:59.090,92.450,0.549,-0.183,0.244
1730980739095,2024-11-07T12:58:59.095,92.455,0.671,-0.183,0.244
1730980739100,2024-11-07T12:58:59.100,92.460,0.610,-0.244,0.305
1730980739105,2024-11-07T12:58:59.105,92.465,0.610,-0.244,0.244
1730980739110,2024-11-07T12:58:59.110,92.470,0.488,-0.183,0.183
1730980739115,2024-11-07T12:58:59.115,92.475,0.549,-0.122,0.244
1730980739120,2024-11-07T12:58:59.120,92.480,0.671,-0.122,0.244
1730980739125,2024-11-07T12:58:59.125,92.485,0.610,-0.122,0.244
1730980739130,2024-11-07T12:58:59.130,92.490,0.427,-0.061,0.305
1730980739135,2024-11-07T12:58:59.135,92.495,0.549,-0.122,0.305
1730980739140,2024-11-07T12:58:59.140,92.500,0.610,-0.061,0.183
1730980739145,2024-11-07T12:58:59.145,92.505,0.671,0.061,0.122
1730980739150,2024-11-07T12:58:59.150,92.510,0.671,-0.122,0.244
1730980739155,2024-11-07T12:58:59.155,92.515,0.610,-0.122,0.244
1730980739160,2024-11-07T12:58:59.160,92.520,0.488,-0.061,0.183
1730980739165,2024-11-07T12:58:59.165,92.525,0.549,-0.183,0.183
1730980739170,2024-11-07T12:58:59.170,92.530,0.549,-0.122,0.183
1730980739175,2024-11-07T12:58:59.175,92.535,0.549,-0.061,0.305
1730980739180,2024-11-07T12:58:59.180,92.540,0.671,-0.122,0.305
1730980739185,2024-11-07T12:58:59.185,92.545,0.610,-0.122,0.244
1730980739190,2024-11-07T12:58:59.190,92.550,0.793,-0.244,0.183
1730980739195,2024-11-07T12:58:59.195,92.555,0.549,-0.183,0.244
1730980739200,2024-11-07T12:58:59.200,92.560,0.488,-0.183,0.305
1730980739205,2024-11-07T12:58:59.205,92.565,0.488,-0.183,0.244
1730980739210,2024-11-07T12:58:59.210,92.570,0.488,-0.244,0.183
1730980739215,2024-11-07T12:58:59.215,92.575,0.549,-0.183,0.183
1730980739220,2024-11-07T12:58:59.220,92.580,0.610,-0.183,0.183
1730980739225,2024-11-07T12:58:59.225,92.585,0.610,-0.122,0.183
1730980739230,2024-11-07T12:58:59.230,92.590,0.549,-0.122,0.183
1730980739235,2024-11-07T12:58:59.235,92.595,0.427,-0.183,0.183
1730980739240,2024-11-07T12:58:59.240,92.600,0.671,0.000,0.244
1730980739245,2024-11-07T12:58:59.245,92.605,0.610,0.000,0.305
1730980739250,2024-11-07T12:58:59.250,92.610,0.610,-0.122,0.244
1730980739255,2024-11-07T12:58:59.255,92.615,0.915,-0.061,0.183
1730980739260,2024-11-07T12:58:59.260,92.620,0.671,-0.122,0.061
1730980739265,2024-11-07T12:58:59.265,92.625,0.549,-0.183,0.244
1730980739270,2024-11-07T12:58:59.270,92.630,0.610,-0.122,0.244
1730980739275,2024-11-07T12:58:59.275,92.635,0.610,-0.122,0.183
1730980739280,2024-11-07T12:58:59.280,92.640,0.488,-0.183,0.183
1730980739285,2024-11-07T12:58:59.285,92.645,0.549,-0.244,0.244
1730980739290,2024-11-07T12:58:59.290,92.650,0.671,-0.183,0.244
1730980739295,2024-11-07T12:58:59.295,92.655,0.488,-0.183,0.122
1730980739300,2024-11-07T12:58:59.300,92.660,0.610,-0.244,0.305
1730980739305,2024-11-07T12:58:59.305,92.665,0.488,-0.183,0.244
1730980739310,2024-11-07T12:58:59.310,92.670,0.549,-0.183,0.244
1730980739315,2024-11-07T12:58:59.315,92.675,0.549,-0.061,0.244
1730980739320,2024-11-07T12:58:59.320,92.680,0.671,-0.061,0.244
1730980739325,2024-11-07T12:58:59.325,92.685,0.549,-0.061,0.183
1730980739330,2024-11-07T12:58:59.330,92.690,0.671,0.000,0.183
1730980739335,2024-11-07T12:58:59.335,92.695,0.732,-0.061,0.183
1730980739340,2024-11-07T12:58:59.340,92.700,0.488,-0.061,0.183
1730980739345,2024-11-07T12:58:59.345,92.705,0.610,-0.122,0.183
1730980739350,2024-11-07T12:58:59.350,92.710,0.610,-0.183,0.305
1730980739355,2024-11-07T12:58:59.355,92.715,0.610,-0.122,0.244
1730980739360,2024-11-07T12:58:59.360,92.720,0.732,-0.122,0.183
1730980739365,2024-11-07T12:58:59.365,92.725,0.610,-0.183,0.244
1730980739370,2024-11-07T12:58:59.370,92.730,0.488,-0.244,0.122
1730980739375,2024-11-07T12:58:59.375,92.735,0.610,-0.183,0.183
1730980739380,2024-11-07T12:58:59.380,92.740,0.488,-0.183,0.305
1730980739385,2024-11-07T12:58:59.385,92.745,0.549,-0.061,0.305
1730980739390,2024-11-07T12:58:59.390,92.750,0.732,-0.061,0.305
1730980739395,2024-11-07T12:58:59.395,92.755,0.671,-0.122,0.183
1730980739400,2024-11-07T12:58:59.400,92.760,0.732,0.000,0.122
1730980739405,2024-11-07T12:58:59.405,92.765,0.671,-0.061,0.244
1730980739410,2024-11-07T12:58:59.410,92.770,0.610,-0.122,0.305
1730980739415,2024-11-07T12:58:59.415,92.775,0.732,-0.183,0.244
1730980739420,2024-11-07T12:58:59.420,92.780,0.549,-0.061,0.305
1730980739425,2024-11-07T12:58:59.425,92.785,0.610,-0.244,0.366
1730980739430,2024-11-07T12:58:59.430,92.790,0.610,-0.183,0.183
1730980739435,2024-11-07T12:58:59.435,92.795,0.610,-0.244,0.122
1730980739440,2024-11-07T12:58:59.440,92.800,0.671,-0.244,0.244
1730980739445,2024-11-07T12:58:59.445,92.805,0.610,-0.183,0.183
1730980739450,2024-11-07T12:58:59.450,92.810,0.549,-0.122,0.183
1730980739455,2024-11-07T12:58:59.455,92.815,0.610,-0.061,0.122
1730980739460,2024-11-07T12:58:59.460,92.820,0.671,-0.122,0.183
1730980739465,2024-11-07T12:58:59.465,92.825,0.549,-0.122,0.305
1730980739470,2024-11-07T12:58:59.470,92.830,0.671,-0.061,0.244
1730980739475,2024-11-07T12:58:59.475,92.835,0.732,-0.061,0.244
1730980739480,2024-11-07T12:58:59.480,92.840,0.732,0.000,0.244
1730980739485,2024-11-07T12:58:59.485,92.845,0.671,-0.122,0.244
1730980739490,2024-11-07T12:58:59.490,92.850,0.549,-0.244,0.305
1730980739495,2024-11-07T12:58:59.495,92.855,0.549,-0.183,0.244
1730980739500,2024-11-07T12:58:59.500,92.860,0.671,-0.183,0.244
1730980739505,2024-11-07T12:58:59.505,92.865,0.427,-0.244,0.183
1730980739510,2024-11-07T12:58:59.510,92.870,0.610,-0.183,0.122
1730980739515,2024-11-07T12:58:59.515,92.875,0.610,-0.183,0.244
1730980739520,2024-11-07T12:58:59.520,92.880,0.549,-0.183,0.183
1730980739525,2024-11-07T12:58:59.525,92.885,0.610,-0.122,0.183
1730980739530,2024-11-07T12:58:59.530,92.890,0.549,-0.061,0.183
1730980739535,2024-11-07T12:58:59.535,92.895,0.610,0.000,0.244
1730980739540,2024-11-07T12:58:59.540,92.900,0.549,-0.061,0.244
1730980739545,2024-11-07T12:58:59.545,92.905,0.549,-0.061,0.244
1730980739550,2024-11-07T12:58:59.550,92.910,0.671,-0.061,0.244
1730980739555,2024-11-07T12:58:59.555,92.915,0.671,-0.183,0.244
1730980739560,2024-11-07T12:58:59.560,92.920,0.549,-0.122,0.244
1730980739565,2024-11-07T12:58:59.565,92.925,0.610,-0.183,0.244
1730980739570,2024-11-07T12:58:59.570,92.930,0.793,-0.244,0.244
1730980739575,2024-11-07T12:58:59.575,92.935,0.671,-0.305,0.183
1730980739580,2024-11-07T12:58:59.580,92.940,0.488,-0.305,0.183
1730980739585,2024-11-07T12:58:59.585,92.945,0.549,-0.183,0.122
1730980739590,2024-11-07T12:58:59.590,92.950,0.549,-0.183,0.183
1730980739595,2024-11-07T12:58:59.595,92.955,0.671,-0.244,0.244
1730980739600,2024-11-07T12:58:59.600,92.960,0.671,-0.244,0.244
1730980739605,2024-11-07T12:58:59.605,92.965,0.610,-0.183,0.244
1730980739610,2024-11-07T12:58:59.610,92.970,0.488,-0.122,0.244
1730980739615,2024-11-07T12:58:59.615,92.975,0.488,-0.122,0.305
1730980739620,2024-11-07T12:58:59.620,92.980,0.427,-0.061,0.244
1730980739625,2024-11-07T12:58:59.625,92.985,0.549,-0.061,0.244
1730980739630,2024-11-07T12:58:59.630,92.990,0.610,-0.061,0.183
1730980739635,2024-11-07T12:58:59.635,92.995,0.610,-0.061,0.183
1730980739640,2024-11-07T12:58:59.640,93.000,0.610,-0.061,0.244
1730980739645,2024-11-07T12:58:59.645,93.005,0.427,-0.061,0.183
1730980739650,2024-11-07T12:58:59.650,93.010,0.427,-0.183,0.244
1730980739655,2024-11-07T12:58:59.655,93.015,0.549,-0.244,0.244
1730980739660,2024-11-07T12:58:59.660,93.020,0.488,-0.244,0.183
1730980739665,2024-11-07T12:58:59.665,93.025,0.549,-0.244,0.305
1730980739670,2024-11-07T12:58:59.670,93.030,0.549,-0.183,0.305
1730980739675,2024-11-07T12:58:59.675,93.035,0.549,-0.122,0.244
1730980739680,2024-11-07T12:58:59.680,93.040,0.610,-0.183,0.305
1730980739685,2024-11-07T12:58:59.685,93.045,0.610,-0.061,0.244
1730980739690,2024-11-07T12:58:59.690,93.050,0.671,-0.061,0.183
1730980739695,2024-11-07T12:58:59.695,93.055,0.549,-0.061,0.244
1730980739700,2024-11-07T12:58:59.700,93.060,0.610,-0.122,0.244
1730980739705,2024-11-07T12:58:59.705,93.065,0.671,-0.122,0.244
1730980739710,2024-11-07T12:58:59.710,93.070,0.610,0.000,0.305
1730980739715,2024-11-07T12:58:59.715,93.075,0.488,0.000,0.183
1730980739720,2024-11-07T12:58:59.720,93.080,0.610,-0.183,0.061
1730980739725,2024-11-07T12:58:59.725,93.085,0.671,-0.183,0.122
1730980739730,2024-11-07T12:58:59.730,93.090,0.671,-0.122,0.244
1730980739735,2024-11-07T12:58:59.735,93.095,0.671,-0.061,0.183
1730980739740,2024-11-07T12:58:59.740,93.100,0.610,-0.122,0.183
1730980739745,2024-11-07T12:58:59.745,93.105,0.427,-0.183,0.183
1730980739750,2024-11-07T12:58:59.750,93.110,0.488,-0.183,0.244
1730980739755,2024-11-07T12:58:59.755,93.115,0.610,-0.244,0.244
1730980739760,2024-11-07T12:58:59.760,93.120,0.549,-0.183,0.183
1730980739765,2024-11-07T12:58:59.765,93.125,0.671,-0.122,0.183
1730980739770,2024-11-07T12:58:59.770,93.130,0.549,-0.122,0.305
1730980739775,2024-11-07T12:58:59.775,93.135,0.610,-0.183,0.122
1730980739780,2024-11-07T12:58:59.780,93.140,0.671,-0.183,0.122
1730980739785,2024-11-07T12:58:59.785,93.145,0.671,-0.183,0.244
1730980739790,2024-11-07T12:58:59.790,93.150,0.549,-0.061,0.366
1730980739795,2024-11-07T12:58:59.795,93.155,0.549,0.000,0.366
1730980739800,2024-11-07T12:58:59.800,93.160,0.732,-0.061,0.305
1730980739805,2024-11-07T12:58:59.805,93.165,0.671,-0.061,0.244
1730980739810,2024-11-07T12:58:59.810,93.170,0.671,-0.122,0.305
1730980739815,2024-11-07T12:58:59.815,93.175,0.610,-0.183,0.244
1730980739820,2024-11-07T12:58:59.820,93.180,0.549,-0.122,0.305
1730980739825,2024-11-07T12:58:59.825,93.185,0.549,-0.122,0.183
1730980739830,2024-11-07T12:58:59.830,93.190,0.549,-0.183,0.244
1730980739835,2024-11-07T12:58:59.835,93.195,0.610,-0.183,0.183
1730980739840,2024-11-07T12:58:59.840,93.200,0.488,-0.122,0.244
1730980739845,2024-11-07T12:58:59.845,93.205,0.549,-0.122,0.244
1730980739850,2024-11-07T12:58:59.850,93.210,0.549,-0.122,0.244
1730980739855,2024-11-07T12:58:59.855,93.215,0.671,-0.061,0.305
1730980739860,2024-11-07T12:58:59.860,93.220,0.488,-0.061,0.305
1730980739865,2024-11-07T12:58:59.865,93.225,0.488,-0.061,0.244
1730980739870,2024-11-07T12:58:59.870,93.230,0.610,-0.305,0.305
1730980739875,2024-11-07T12:58:59.875,93.235,0.427,-0.244,0.244
1730980739880,2024-11-07T12:58:59.880,93.240,0.488,-0.061,0.183
1730980739885,2024-11-07T12:58:59.885,93.245,0.793,-0.061,0.244
1730980739890,2024-11-07T12:58:59.890,93.250,0.793,-0.061,0.183
1730980739895,2024-11-07T12:58:59.895,93.255,0.488,-0.183,0.183
1730980739900,2024-11-07T12:58:59.900,93.260,0.488,-0.183,0.183
1730980739905,2024-11-07T12:58:59.905,93.265,0.549,-0.183,0.122
1730980739910,2024-11-07T12:58:59.910,93.270,0.732,-0.183,0.244
1730980739915,2024-11-07T12:58:59.915,93.275,0.488,-0.183,0.183
1730980739920,2024-11-07T12:58:59.920,93.280,0.549,-0.183,0.244
1730980739925,2024-11-07T12:58:59.925,93.285,0.549,-0.183,0.244
1730980739930,2024-11-07T12:58:59.930,93.290,0.549,-0.183,0.122
1730980739935,2024-11-07T12:58:59.935,93.295,0.488,-0.122,0.183
1730980739940,2024-11-07T12:58:59.940,93.300,0.671,-0.183,0.183
1730980739945,2024-11-07T12:58:59.945,93.305,0.610,-0.122,0.244
1730980739950,2024-11-07T12:58:59.950,93.310,0.671,0.000,0.183
1730980739955,2024-11-07T12:58:59.955,93.315,0.610,-0.122,0.183
