epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1730980865002,2024-11-07T13:01:05.002,14.545,0.575,-0.892,23.106
1730980865007,2024-11-07T13:01:05.007,14.550,1.387,0.141,23.681
1730980865012,2024-11-07T13:01:05.012,14.555,0.518,-0.686,24.063
1730980865017,2024-11-07T13:01:05.017,14.560,0.686,-0.465,24.204
1730980865022,2024-11-07T13:01:05.022,14.565,0.865,-0.011,24.204
1730980865027,2024-11-07T13:01:05.027,14.570,0.819,-1.117,24.184
1730980865032,2024-11-07T13:01:05.032,14.575,1.254,-0.675,24.562
1730980865037,2024-11-07T13:01:05.037,14.580,1.391,-0.248,25.164
1730980865042,2024-11-07T13:01:05.042,14.585,0.678,-0.880,25.027
1730980865047,2024-11-07T13:01:05.047,14.590,0.713,-0.438,24.516
1730980865052,2024-11-07T13:01:05.052,14.595,0.732,0.027,23.693
1730980865057,2024-11-07T13:01:05.057,14.600,0.267,-0.983,23.449
1730980865062,2024-11-07T13:01:05.062,14.605,0.427,-0.564,22.740
1730980865067,2024-11-07T13:01:05.067,14.610,1.208,0.191,22.534
1730980865072,2024-11-07T13:01:05.072,14.615,0.393,-0.598,23.880
1730980865077,2024-11-07T13:01:05.077,14.620,0.034,-0.400,24.123
1730980865082,2024-11-07T13:01:05.082,14.625,0.328,-0.301,23.255
1730980865087,2024-11-07T13:01:05.087,14.630,0.511,-0.156,23.190
1730980865092,2024-11-07T13:01:05.092,14.635,0.716,-0.713,23.876
1730980865097,2024-11-07T13:01:05.097,14.640,1.261,-0.175,25.149
1730980865102,2024-11-07T13:01:05.102,14.645,0.412,-0.431,26.273
1730980865107,2024-11-07T13:01:05.107,14.650,0.332,-0.827,26.387
1730980865112,2024-11-07T13:01:05.112,14.655,0.606,-0.240,25.774
1730980865117,2024-11-07T13:01:05.117,14.660,1.010,-0.351,25.758
1730980865122,2024-11-07T13:01:05.122,14.665,0.549,-0.796,26.040
1730980865127,2024-11-07T13:01:05.127,14.670,0.633,-0.564,25.873
1730980865132,2024-11-07T13:01:05.132,14.675,1.151,-0.819,25.221
1730980865137,2024-11-07T13:01:05.137,14.680,0.846,-0.720,24.668
1730980865142,2024-11-07T13:01:05.142,14.685,0.667,-0.583,24.047
1730980865147,2024-11-07T13:01:05.147,14.690,0.179,-0.309,23.361
1730980865152,2024-11-07T13:01:05.152,14.695,0.617,-0.381,23.091
1730980865157,2024-11-07T13:01:05.157,14.700,0.343,-0.316,21.989
1730980865162,2024-11-07T13:01:05.162,14.705,0.541,-0.465,20.415
1730980865167,2024-11-07T13:01:05.167,14.710,0.812,-0.023,19.539
1730980865172,2024-11-07T13:01:05.172,14.715,0.911,-0.343,18.979
1730980865177,2024-11-07T13:01:05.177,14.720,0.335,-0.621,18.662
1730980865182,2024-11-07T13:01:05.182,14.725,0.488,-0.636,19.200
1730980865187,2024-11-07T13:01:05.187,14.730,0.694,0.541,18.716
1730980865192,2024-11-07T13:01:05.192,14.735,0.755,-0.332,18.735
1730980865197,2024-11-07T13:01:05.197,14.740,-0.301,-1.063,19.314
1730980865202,2024-11-07T13:01:05.202,14.745,1.002,-0.274,19.973
1730980865207,2024-11-07T13:01:05.207,14.750,1.437,0.358,20.884
1730980865212,2024-11-07T13:01:05.212,14.755,0.781,-0.861,21.677
1730980865217,2024-11-07T13:01:05.217,14.760,0.320,-1.197,21.109
1730980865222,2024-11-07T13:01:05.222,14.765,0.583,-0.537,18.697
1730980865227,2024-11-07T13:01:05.227,14.770,1.006,-0.354,16.357
1730980865232,2024-11-07T13:01:05.232,14.775,1.117,0.133,14.466
1730980865237,2024-11-07T13:01:05.237,14.780,0.556,-0.492,13.011
1730980865242,2024-11-07T13:01:05.242,14.785,0.572,-0.697,11.738
1730980865247,2024-11-07T13:01:05.247,14.790,1.296,-0.347,10.164
1730980865252,2024-11-07T13:01:05.252,14.795,1.296,0.446,9.276
1730980865257,2024-11-07T13:01:05.257,14.800,0.781,-0.305,9.013
1730980865262,2024-11-07T13:01:05.262,14.805,0.549,-0.236,8.761
1730980865267,2024-11-07T13:01:05.267,14.810,0.903,-0.252,8.963
1730980865272,2024-11-07T13:01:05.272,14.815,0.602,-0.225,9.398
1730980865277,2024-11-07T13:01:05.277,14.820,0.610,0.046,9.859
1730980865282,2024-11-07T13:01:05.282,14.825,0.861,0.023,10.000
1730980865287,2024-11-07T13:01:05.287,14.830,0.526,-0.739,10.503
1730980865292,2024-11-07T13:01:05.292,14.835,0.534,-0.827,11.231
1730980865297,2024-11-07T13:01:05.297,14.840,1.094,-0.252,10.370
1730980865302,2024-11-07T13:01:05.302,14.845,1.048,-0.149,9.489
1730980865307,2024-11-07T13:01:05.307,14.850,0.625,-0.796,9.859
1730980865312,2024-11-07T13:01:05.312,14.855,0.842,-0.339,11.109
1730980865317,2024-11-07T13:01:05.317,14.860,1.151,0.080,12.302
1730980865322,2024-11-07T13:01:05.322,14.865,0.415,-0.530,12.489
1730980865327,2024-11-07T13:01:05.327,14.870,0.591,-0.492,12.664
1730980865332,2024-11-07T13:01:05.332,14.875,1.345,0.271,12.893
1730980865337,2024-11-07T13:01:05.337,14.880,0.850,-0.171,13.354
1730980865342,2024-11-07T13:01:05.342,14.885,0.004,-1.014,13.937
1730980865347,2024-11-07T13:01:05.347,14.890,0.758,-0.431,13.937
1730980865352,2024-11-07T13:01:05.352,14.895,1.288,0.423,13.449
1730980865357,2024-11-07T13:01:05.357,14.900,0.438,-0.252,13.125
1730980865362,2024-11-07T13:01:05.362,14.905,-0.175,-0.926,13.251
1730980865367,2024-11-07T13:01:05.367,14.910,1.128,-0.084,13.346
1730980865372,2024-11-07T13:01:05.372,14.915,1.517,0.191,13.346
1730980865377,2024-11-07T13:01:05.377,14.920,0.282,-0.819,13.403
1730980865382,2024-11-07T13:01:05.382,14.925,1.059,-0.412,13.639
1730980865387,2024-11-07T13:01:05.387,14.930,1.521,1.132,13.037
1730980865392,2024-11-07T13:01:05.392,14.935,0.122,-0.831,13.258
1730980865397,2024-11-07T13:01:05.397,14.940,-0.187,-0.648,13.750
1730980865402,2024-11-07T13:01:05.402,14.945,0.636,0.377,14.550
1730980865407,2024-11-07T13:01:05.407,14.950,0.050,-0.423,15.556
1730980865412,2024-11-07T13:01:05.412,14.955,-0.484,-0.899,15.133
1730980865417,2024-11-07T13:01:05.417,14.960,0.583,-0.034,14.394
1730980865422,2024-11-07T13:01:05.422,14.965,0.732,-0.122,13.921
1730980865427,2024-11-07T13:01:05.427,14.970,0.454,-0.587,14.325
1730980865432,2024-11-07T13:01:05.432,14.975,0.732,-0.130,14.333
1730980865437,2024-11-07T13:01:05.437,14.980,0.332,-0.755,14.825
1730980865442,2024-11-07T13:01:05.442,14.985,0.488,-0.732,14.977
1730980865447,2024-11-07T13:01:05.447,14.990,1.018,-0.309,14.985
1730980865452,2024-11-07T13:01:05.452,14.995,1.063,-0.156,15.671
1730980865457,2024-11-07T13:01:05.457,15.000,0.446,-0.461,15.903
1730980865462,2024-11-07T13:01:05.462,15.005,0.675,-0.465,15.934
1730980865467,2024-11-07T13:01:05.467,15.010,0.461,0.095,15.183
1730980865472,2024-11-07T13:01:05.472,15.015,0.591,-0.408,14.554
1730980865477,2024-11-07T13:01:05.477,15.020,0.770,0.019,12.984
1730980865482,2024-11-07T13:01:05.482,15.025,0.930,-0.381,11.738
1730980865487,2024-11-07T13:01:05.487,15.030,0.655,0.065,10.591
1730980865492,2024-11-07T13:01:05.492,15.035,1.048,-0.095,9.028
1730980865497,2024-11-07T13:01:05.497,15.040,0.575,-0.229,7.969
1730980865502,2024-11-07T13:01:05.502,15.045,0.553,-0.099,7.309
1730980865507,2024-11-07T13:01:05.507,15.050,0.461,-0.164,7.599
1730980865512,2024-11-07T13:01:05.512,15.055,0.465,-0.095,8.037
1730980865517,2024-11-07T13:01:05.517,15.060,0.152,-0.393,7.603
1730980865522,2024-11-07T13:01:05.522,15.065,0.366,-0.393,6.894
1730980865527,2024-11-07T13:01:05.527,15.070,0.899,-0.015,6.471
1730980865532,2024-11-07T13:01:05.532,15.075,0.766,-0.332,6.162
1730980865537,2024-11-07T13:01:05.537,15.080,1.075,-0.297,6.250
1730980865542,2024-11-07T13:01:05.542,15.085,1.303,-0.088,7.207
1730980865547,2024-11-07T13:01:05.547,15.090,0.865,-0.415,8.800
1730980865552,2024-11-07T13:01:05.552,15.095,0.610,-0.492,9.970
1730980865557,2024-11-07T13:01:05.557,15.100,1.086,-0.023,11.193
1730980865562,2024-11-07T13:01:05.562,15.105,0.789,-0.377,12.736
1730980865567,2024-11-07T13:01:05.567,15.110,0.960,-0.305,14.790
1730980865572,2024-11-07T13:01:05.572,15.115,0.911,-0.271,16.162
1730980865577,2024-11-07T13:01:05.577,15.120,0.678,-0.522,17.210
1730980865582,2024-11-07T13:01:05.582,15.125,1.578,-0.221,18.521
1730980865587,2024-11-07T13:01:05.587,15.130,1.082,-0.423,19.729
1730980865592,2024-11-07T13:01:05.592,15.135,1.353,-0.724,20.804
1730980865597,2024-11-07T13:01:05.597,15.140,0.648,-0.968,22.374
1730980865602,2024-11-07T13:01:05.602,15.145,1.947,0.015,23.121
1730980865607,2024-11-07T13:01:05.607,15.150,1.517,0.343,21.200
1730980865612,2024-11-07T13:01:05.612,15.155,-0.415,-2.359,21.193
1730980865617,2024-11-07T13:01:05.617,15.160,1.284,0.095,20.495
1730980865622,2024-11-07T13:01:05.622,15.165,1.311,0.918,18.777
1730980865627,2024-11-07T13:01:05.627,15.170,-0.187,-1.383,17.801
1730980865632,2024-11-07T13:01:05.632,15.175,0.454,0.072,16.132
1730980865637,2024-11-07T13:01:05.637,15.180,0.968,0.122,14.577
1730980865642,2024-11-07T13:01:05.642,15.185,-0.126,-1.174,14.348
1730980865647,2024-11-07T13:01:05.647,15.190,1.429,0.553,13.228
1730980865652,2024-11-07T13:01:05.652,15.195,0.911,0.446,11.204
1730980865657,2024-11-07T13:01:05.657,15.200,-0.171,-1.357,9.943
1730980865662,2024-11-07T13:01:05.662,15.205,0.823,0.335,8.140
1730980865667,2024-11-07T13:01:05.667,15.210,0.690,0.015,7.008
1730980865672,2024-11-07T13:01:05.672,15.215,0.011,-0.290,5.633
1730980865677,2024-11-07T13:01:05.677,15.220,-0.137,0.213,4.375
1730980865682,2024-11-07T13:01:05.682,15.225,0.816,-0.221,3.243
1730980865687,2024-11-07T13:01:05.687,15.230,0.716,-0.156,2.374
1730980865692,2024-11-07T13:01:05.692,15.235,0.617,-0.019,1.917
1730980865697,2024-11-07T13:01:05.697,15.240,0.537,-0.137,1.806
1730980865702,2024-11-07T13:01:05.702,15.245,0.442,0.107,1.905
1730980865707,2024-11-07T13:01:05.707,15.250,0.930,-0.091,4.104
1730980865712,2024-11-07T13:01:05.712,15.255,1.090,0.175,8.819
1730980865717,2024-11-07T13:01:05.717,15.260,0.442,-0.606,12.942
1730980865722,2024-11-07T13:01:05.722,15.265,0.175,-0.358,15.164
1730980865727,2024-11-07T13:01:05.727,15.270,0.640,-0.175,16.898
1730980865732,2024-11-07T13:01:05.732,15.275,0.697,-0.587,19.070
1730980865737,2024-11-07T13:01:05.737,15.280,0.598,-0.499,20.518
1730980865742,2024-11-07T13:01:05.742,15.285,1.265,0.065,21.067
1730980865747,2024-11-07T13:01:05.747,15.290,0.175,-1.075,21.044
1730980865752,2024-11-07T13:01:05.752,15.295,0.313,-0.930,20.072
1730980865757,2024-11-07T13:01:05.757,15.300,1.463,0.373,18.891
1730980865762,2024-11-07T13:01:05.762,15.305,0.476,-0.412,18.117
1730980865767,2024-11-07T13:01:05.767,15.310,0.095,-0.819,18.064
1730980865772,2024-11-07T13:01:05.772,15.315,0.873,0.373,18.319
1730980865777,2024-11-07T13:01:05.777,15.320,0.179,-0.595,17.805
1730980865782,2024-11-07T13:01:05.782,15.325,-0.030,-0.267,16.075
1730980865787,2024-11-07T13:01:05.787,15.330,1.067,0.595,15.476
1730980865792,2024-11-07T13:01:05.792,15.335,-0.206,-0.171,15.564
1730980865797,2024-11-07T13:01:05.797,15.340,-0.080,-0.789,16.658
1730980865802,2024-11-07T13:01:05.802,15.345,0.442,0.697,18.087
1730980865807,2024-11-07T13:01:05.807,15.350,-0.198,-0.644,19.524
1730980865812,2024-11-07T13:01:05.812,15.355,-0.008,-0.998,20.389
1730980865817,2024-11-07T13:01:05.817,15.360,-0.141,-0.896,19.478
1730980865822,2024-11-07T13:01:05.822,15.365,-0.057,-0.960,16.944
1730980865827,2024-11-07T13:01:05.827,15.370,1.784,0.930,16.589
1730980865832,2024-11-07T13:01:05.832,15.375,1.315,0.179,17.694
1730980865837,2024-11-07T13:01:05.837,15.380,-0.419,-1.563,18.479
1730980865842,2024-11-07T13:01:05.842,15.385,1.250,-0.564,18.921
1730980865847,2024-11-07T13:01:05.847,15.390,2.123,0.972,20.252
1730980865852,2024-11-07T13:01:05.852,15.395,0.088,-1.433,20.351
1730980865857,2024-11-07T13:01:05.857,15.400,0.316,-0.854,19.787
1730980865862,2024-11-07T13:01:05.862,15.405,1.555,0.362,18.285
1730980865867,2024-11-07T13:01:05.867,15.410,0.412,-0.290,17.523
1730980865872,2024-11-07T13:01:05.872,15.415,0.640,-0.305,18.662
1730980865877,2024-11-07T13:01:05.877,15.420,0.415,-0.716,19.024
1730980865882,2024-11-07T13:01:05.882,15.425,0.343,-0.762,18.079
1730980865887,2024-11-07T13:01:05.887,15.430,1.101,-0.030,16.738
1730980865892,2024-11-07T13:01:05.892,15.435,0.949,0.011,15.926
1730980865897,2024-11-07T13:01:05.897,15.440,0.244,-0.354,16.361
1730980865902,2024-11-07T13:01:05.902,15.445,0.469,0.057,17.881
1730980865907,2024-11-07T13:01:05.907,15.450,0.221,-0.229,18.891
1730980865912,2024-11-07T13:01:05.912,15.455,-0.130,-0.556,19.276
1730980865917,2024-11-07T13:01:05.917,15.460,0.324,-0.614,20.000
1730980865922,2024-11-07T13:01:05.922,15.465,0.804,0.370,21.315
1730980865927,2024-11-07T13:01:05.927,15.470,0.415,-0.320,22.344
1730980865932,2024-11-07T13:01:05.932,15.475,0.579,-0.804,23.857
1730980865937,2024-11-07T13:01:05.937,15.480,1.159,0.050,26.113
1730980865942,2024-11-07T13:01:05.942,15.485,0.854,-0.137,28.361
1730980865947,2024-11-07T13:01:05.947,15.490,0.450,-1.155,29.992
1730980865952,2024-11-07T13:01:05.952,15.495,0.335,-0.770,29.924
1730980865957,2024-11-07T13:01:05.957,15.500,1.543,-0.530,30.316
1730980865962,2024-11-07T13:01:05.962,15.505,0.793,-0.385,31.040
1730980865967,2024-11-07T13:01:05.967,15.510,0.514,-0.777,31.498
1730980865972,2024-11-07T13:01:05.972,15.515,0.114,-1.300,30.133
1730980865977,2024-11-07T13:01:05.977,15.520,0.461,-0.602,28.765
1730980865982,2024-11-07T13:01:05.982,15.525,0.846,0.126,27.412
1730980865987,2024-11-07T13:01:05.987,15.530,0.713,-0.625,27.717
1730980865992,2024-11-07T13:01:05.992,15.535,0.770,-0.332,29.051
1730980865997,2024-11-07T13:01:05.997,15.540,1.105,0.080,31.014
1730980866002,2024-11-07T13:01:06.002,15.545,-0.450,-0.808,31.730
1730980866007,2024-11-07T13:01:06.007,15.550,0.595,-0.930,32.637
1730980866012,2024-11-07T13:01:06.012,15.555,2.325,1.124,35.877
1730980866017,2024-11-07T13:01:06.017,15.560,-1.139,-2.546,36.947
1730980866022,2024-11-07T13:01:06.022,15.565,0.442,-1.578,37.835
1730980866027,2024-11-07T13:01:06.027,15.570,3.571,1.833,39.405
1730980866032,2024-11-07T13:01:06.032,15.575,-0.534,-1.490,39.501
1730980866037,2024-11-07T13:01:06.037,15.580,-1.383,-3.167,38.491
1730980866042,2024-11-07T13:01:06.042,15.585,0.762,-0.789,34.432
1730980866047,2024-11-07T13:01:06.047,15.590,2.325,0.454,30.434
1730980866052,2024-11-07T13:01:06.052,15.595,4.150,2.127,32.130
1730980866057,2024-11-07T13:01:06.057,15.600,0.358,-1.166,34.310
1730980866062,2024-11-07T13:01:06.062,15.605,-1.056,-2.340,36.406
1730980866067,2024-11-07T13:01:06.067,15.610,1.269,-0.149,37.412
1730980866072,2024-11-07T13:01:06.072,15.615,0.313,0.263,36.684
1730980866077,2024-11-07T13:01:06.077,15.620,-0.213,-1.334,36.646
1730980866082,2024-11-07T13:01:06.082,15.625,1.037,-0.187,37.885
1730980866087,2024-11-07T13:01:06.087,15.630,1.018,-0.648,38.464
1730980866092,2024-11-07T13:01:06.092,15.635,0.122,-0.568,37.481
1730980866097,2024-11-07T13:01:06.097,15.640,0.030,-1.086,35.393
1730980866102,2024-11-07T13:01:06.102,15.645,0.274,-0.861,33.438
1730980866107,2024-11-07T13:01:06.107,15.650,1.090,0.598,32.569
1730980866112,2024-11-07T13:01:06.112,15.655,0.381,-0.057,32.264
1730980866117,2024-11-07T13:01:06.117,15.660,-0.972,-1.322,31.025
1730980866122,2024-11-07T13:01:06.122,15.665,0.053,-1.223,28.194
1730980866127,2024-11-07T13:01:06.127,15.670,1.509,1.372,26.787
1730980866132,2024-11-07T13:01:06.132,15.675,1.132,0.076,27.123
1730980866137,2024-11-07T13:01:06.137,15.680,-0.522,-1.776,26.886
1730980866142,2024-11-07T13:01:06.142,15.685,1.193,0.606,28.182
1730980866147,2024-11-07T13:01:06.147,15.690,0.789,-0.095,29.699
1730980866152,2024-11-07T13:01:06.152,15.695,-0.385,-2.287,29.451
1730980866157,2024-11-07T13:01:06.157,15.700,-0.213,-0.888,28.209
1730980866162,2024-11-07T13:01:06.162,15.705,1.391,0.583,26.612
1730980866167,2024-11-07T13:01:06.167,15.710,0.377,-0.008,26.136
1730980866172,2024-11-07T13:01:06.172,15.715,0.983,-0.861,26.749
1730980866177,2024-11-07T13:01:06.177,15.720,1.246,-0.393,25.568
1730980866182,2024-11-07T13:01:06.182,15.725,0.896,-0.751,23.868
1730980866187,2024-11-07T13:01:06.187,15.730,1.261,-0.225,22.664
1730980866192,2024-11-07T13:01:06.192,15.735,1.220,-0.473,21.715
1730980866197,2024-11-07T13:01:06.197,15.740,1.341,-0.442,22.066
1730980866202,2024-11-07T13:01:06.202,15.745,1.033,-0.130,21.947
1730980866207,2024-11-07T13:01:06.207,15.750,0.332,-0.499,22.466
1730980866212,2024-11-07T13:01:06.212,15.755,0.461,-0.587,22.854
1730980866217,2024-11-07T13:01:06.217,15.760,-0.130,-0.541,20.835
1730980866222,2024-11-07T13:01:06.222,15.765,0.575,-0.366,18.944
1730980866227,2024-11-07T13:01:06.227,15.770,1.181,0.175,17.805
1730980866232,2024-11-07T13:01:06.232,15.775,0.667,-0.450,16.681
1730980866237,2024-11-07T13:01:06.237,15.780,0.751,-0.393,15.804
1730980866242,2024-11-07T13:01:06.242,15.785,1.254,0.259,15.210
1730980866247,2024-11-07T13:01:06.247,15.790,0.362,-0.526,15.080
1730980866252,2024-11-07T13:01:06.252,15.795,0.065,-0.537,14.958
1730980866257,2024-11-07T13:01:06.257,15.800,0.156,-0.267,14.676
1730980866262,2024-11-07T13:01:06.262,15.805,0.122,-0.545,14.505
1730980866267,2024-11-07T13:01:06.267,15.810,0.835,-0.274,13.925
1730980866272,2024-11-07T13:01:06.272,15.815,0.686,-0.183,13.422
1730980866277,2024-11-07T13:01:06.277,15.820,0.736,-0.614,12.843
1730980866282,2024-11-07T13:01:06.282,15.825,0.850,-0.160,13.136
1730980866287,2024-11-07T13:01:06.287,15.830,0.998,-0.259,12.344
1730980866292,2024-11-07T13:01:06.292,15.835,0.804,-0.568,11.300
1730980866297,2024-11-07T13:01:06.297,15.840,0.953,0.347,10.911
1730980866302,2024-11-07T13:01:06.302,15.845,0.503,-0.514,9.912
1730980866307,2024-11-07T13:01:06.307,15.850,0.137,-0.465,9.280
1730980866312,2024-11-07T13:01:06.312,15.855,0.995,0.217,7.111
1730980866317,2024-11-07T13:01:06.317,15.860,0.606,-0.061,4.996
1730980866322,2024-11-07T13:01:06.322,15.865,0.381,-0.408,4.139
1730980866327,2024-11-07T13:01:06.327,15.870,0.648,0.141,3.838
1730980866332,2024-11-07T13:01:06.332,15.875,0.351,0.019,3.190
1730980866337,2024-11-07T13:01:06.337,15.880,0.393,-0.248,2.348
1730980866342,2024-11-07T13:01:06.342,15.885,0.583,0.053,2.050
1730980866347,2024-11-07T13:01:06.347,15.890,0.457,0.027,2.172
1730980866352,2024-11-07T13:01:06.352,15.895,0.271,-0.179,2.873
1730980866357,2024-11-07T13:01:06.357,15.900,0.457,0.008,4.024
1730980866362,2024-11-07T13:01:06.362,15.905,0.484,-0.011,5.191
1730980866367,2024-11-07T13:01:06.367,15.910,0.293,-0.232,6.086
1730980866372,2024-11-07T13:01:06.372,15.915,0.248,-0.213,7.077
1730980866377,2024-11-07T13:01:06.377,15.920,0.564,0.015,8.769
1730980866382,2024-11-07T13:01:06.382,15.925,0.720,-0.255,9.009
1730980866387,2024-11-07T13:01:06.387,15.930,-0.095,-0.755,6.604
1730980866392,2024-11-07T13:01:06.392,15.935,0.716,-0.210,4.996
1730980866397,2024-11-07T13:01:06.397,15.940,1.105,0.316,3.483
1730980866402,2024-11-07T13:01:06.402,15.945,0.438,-0.290,1.864
1730980866407,2024-11-07T13:01:06.407,15.950,0.579,-0.126,0.846
1730980866412,2024-11-07T13:01:06.412,15.955,0.880,0.141,0.457
1730980866417,2024-11-07T13:01:06.417,15.960,0.629,-0.179,0.335
1730980866422,2024-11-07T13:01:06.422,15.965,0.598,-0.080,0.301
1730980866427,2024-11-07T13:01:06.427,15.970,0.644,0.027,0.434
1730980866432,2024-11-07T13:01:06.432,15.975,0.503,-0.133,0.377
1730980866437,2024-11-07T13:01:06.437,15.980,0.526,-0.091,0.461
1730980866442,2024-11-07T13:01:06.442,15.985,0.446,-0.004,3.853
1730980866447,2024-11-07T13:01:06.447,15.990,0.412,-0.716,15.938
1730980866452,2024-11-07T13:01:06.452,15.995,0.232,0.781,14.977
1730980866457,2024-11-07T13:01:06.457,16.000,-0.431,-0.861,11.014
1730980866462,2024-11-07T13:01:06.462,16.005,0.271,-0.408,11.921
1730980866467,2024-11-07T13:01:06.467,16.010,1.391,0.606,12.599
1730980866472,2024-11-07T13:01:06.472,16.015,0.553,0.225,12.321
1730980866477,2024-11-07T13:01:06.477,16.020,-0.217,-1.105,13.327
1730980866482,2024-11-07T13:01:06.482,16.025,0.389,-0.202,13.510
1730980866487,2024-11-07T13:01:06.487,16.030,0.755,0.084,12.934
1730980866492,2024-11-07T13:01:06.492,16.035,0.621,-0.324,12.633
1730980866497,2024-11-07T13:01:06.497,16.040,0.065,-0.671,12.439
1730980866502,2024-11-07T13:01:06.502,16.045,0.713,0.069,13.014
1730980866507,2024-11-07T13:01:06.507,16.050,0.545,-0.194,13.666
1730980866512,2024-11-07T13:01:06.512,16.055,0.835,-0.229,15.107
1730980866517,2024-11-07T13:01:06.517,16.060,0.701,-0.156,16.231
1730980866522,2024-11-07T13:01:06.522,16.065,-0.259,-1.246,15.888
1730980866527,2024-11-07T13:01:06.527,16.070,0.720,-0.305,14.592
1730980866532,2024-11-07T13:01:06.532,16.075,1.258,0.202,13.647
1730980866537,2024-11-07T13:01:06.537,16.080,0.271,-0.732,12.576
1730980866542,2024-11-07T13:01:06.542,16.085,0.842,-0.278,12.397
1730980866547,2024-11-07T13:01:06.547,16.090,1.147,0.252,13.194
1730980866552,2024-11-07T13:01:06.552,16.095,0.595,-0.278,14.787
1730980866557,2024-11-07T13:01:06.557,16.100,-0.282,-0.663,15.755
1730980866562,2024-11-07T13:01:06.562,16.105,0.229,-0.633,15.697
1730980866567,2024-11-07T13:01:06.567,16.110,0.671,-0.423,14.714
1730980866572,2024-11-07T13:01:06.572,16.115,0.526,-0.160,13.982
1730980866577,2024-11-07T13:01:06.577,16.120,0.347,-0.507,13.026
1730980866582,2024-11-07T13:01:06.582,16.125,0.827,0.267,12.786
1730980866587,2024-11-07T13:01:06.587,16.130,0.854,-0.259,12.782
1730980866592,2024-11-07T13:01:06.592,16.135,0.431,-0.633,13.274
1730980866597,2024-11-07T13:01:06.597,16.140,0.713,-0.232,13.994
1730980866602,2024-11-07T13:01:06.602,16.145,0.560,-0.164,14.867
1730980866607,2024-11-07T13:01:06.607,16.150,0.412,-0.366,16.563
1730980866612,2024-11-07T13:01:06.612,16.155,0.484,-0.236,17.904
1730980866617,2024-11-07T13:01:06.617,16.160,0.412,-0.301,19.101
1730980866622,2024-11-07T13:01:06.622,16.165,0.332,-0.412,20.236
1730980866627,2024-11-07T13:01:06.627,16.170,0.088,-0.636,20.686
1730980866632,2024-11-07T13:01:06.632,16.175,-0.438,-0.636,19.928
1730980866637,2024-11-07T13:01:06.637,16.180,0.534,-0.171,19.089
1730980866642,2024-11-07T13:01:06.642,16.185,0.968,0.454,19.177
1730980866647,2024-11-07T13:01:06.647,16.190,-0.168,-1.098,19.032
1730980866652,2024-11-07T13:01:06.652,16.195,0.553,-0.351,18.632
1730980866657,2024-11-07T13:01:06.657,16.200,0.686,0.366,18.072
1730980866662,2024-11-07T13:01:06.662,16.205,0.263,-0.408,18.670
1730980866667,2024-11-07T13:01:06.667,16.210,0.854,0.080,20.659
1730980866672,2024-11-07T13:01:06.672,16.215,0.549,-0.213,22.904
1730980866677,2024-11-07T13:01:06.677,16.220,-0.141,-1.033,23.434
1730980866682,2024-11-07T13:01:06.682,16.225,0.602,0.373,24.333
1730980866687,2024-11-07T13:01:06.687,16.230,-0.492,-1.349,23.510
1730980866692,2024-11-07T13:01:06.692,16.235,0.332,-0.678,21.684
1730980866697,2024-11-07T13:01:06.697,16.240,2.736,1.726,22.904
1730980866702,2024-11-07T13:01:06.702,16.245,0.274,-0.633,24.215
1730980866707,2024-11-07T13:01:06.707,16.250,-1.204,-2.630,24.074
1730980866712,2024-11-07T13:01:06.712,16.255,1.143,0.011,23.083
1730980866717,2024-11-07T13:01:06.717,16.260,1.063,0.221,21.284
1730980866722,2024-11-07T13:01:06.722,16.265,0.648,-0.747,21.086
1730980866727,2024-11-07T13:01:06.727,16.270,-0.446,-1.284,19.718
1730980866732,2024-11-07T13:01:06.732,16.275,1.357,0.370,18.609
1730980866737,2024-11-07T13:01:06.737,16.280,1.406,0.625,19.082
1730980866742,2024-11-07T13:01:06.742,16.285,0.202,-1.075,19.855
1730980866747,2024-11-07T13:01:06.747,16.290,0.888,-0.316,20.675
1730980866752,2024-11-07T13:01:06.752,16.295,1.258,0.556,22.001
1730980866757,2024-11-07T13:01:06.757,16.300,0.816,-0.457,24.562
1730980866762,2024-11-07T13:01:06.762,16.305,-0.739,-1.155,25.507
1730980866767,2024-11-07T13:01:06.767,16.310,0.499,-0.808,24.554
1730980866772,2024-11-07T13:01:06.772,16.315,1.509,0.084,23.613
1730980866777,2024-11-07T13:01:06.777,16.320,1.197,-0.053,24.497
1730980866782,2024-11-07T13:01:06.782,16.325,0.389,-0.488,25.572
1730980866787,2024-11-07T13:01:06.787,16.330,0.019,-1.665,25.724
1730980866792,2024-11-07T13:01:06.792,16.335,0.991,-0.396,24.859
1730980866797,2024-11-07T13:01:06.797,16.340,1.239,0.076,22.954
1730980866802,2024-11-07T13:01:06.802,16.345,0.728,-0.423,22.462
1730980866807,2024-11-07T13:01:06.807,16.350,0.556,-0.469,22.965
1730980866812,2024-11-07T13:01:06.812,16.355,0.598,-0.541,23.579
1730980866817,2024-11-07T13:01:06.817,16.360,0.305,-0.446,23.380
1730980866822,2024-11-07T13:01:06.822,16.365,0.777,-0.777,23.285
1730980866827,2024-11-07T13:01:06.827,16.370,0.636,0.057,23.948
1730980866832,2024-11-07T13:01:06.832,16.375,0.636,-0.511,24.386
1730980866837,2024-11-07T13:01:06.837,16.380,0.838,0.156,25.755
